24
BJP 北京
SHH 上海
TJP 天津
CCT 长春
CDW 成都
FZS 福州
GIW 贵阳
GZQ 广州
HBB 哈尔滨
HHC 呼和浩特
KMM 昆明
LZJ 兰州
NCG 南昌
NNZ 南宁
SYT 沈阳
WHN 武汉
XAY 西安
XNO 西宁
ZZF 郑州
DLT 大连
LZZ 柳州
SZQ 深圳
XCH 徐州
WAR 乌鲁木齐

1064
CZ6918 FZS WAR 17:20 00:45 07:25 2510.0
CZ3681 GIW BJP 08:00 10:50 02:50 1540.0
CZ6187 GIW BJP 11:05 14:05 03:00 1880.0
CZ3687 GIW BJP 15:05 18:05 03:00 1880.0
CZ3653 GIW BJP 19:25 22:20 02:55 1540.0
CZ6185 GIW BJP 21:15 00:05 02:50 1360.0
CZ6447 GIW BJP 21:40 00:35 02:55 1360.0
CZ3651 GIW SHH 08:05 10:35 02:30 1240.0
CZ6165 GIW CCT 08:05 13:45 05:40 1340.0
CZ3693 GIW CDW 07:45 09:00 01:15 610.0
CZ3767 GIW CDW 10:25 11:55 01:30 1210.0
CZ3671 GIW CDW 20:10 21:30 01:20 940.0
CZ5821 GIW CDW 13:30 16:00 02:30 850.0
CZ3661 GIW GZQ 07:50 09:30 01:40 700.0
CZ3081 GIW GZQ 09:45 11:20 01:35 590.0
CZ6295 GIW GZQ 15:25 17:05 01:40 700.0
CZ3691 GIW GZQ 17:25 19:05 01:40 820.0
CZ6461 GIW GZQ 19:10 20:45 01:35 590.0
CZ6169 GIW HBB 07:55 14:35 06:40 1140.0
CZ3787 GIW LZJ 14:55 16:45 01:50 930.0
CZ5933 GIW NNZ 09:00 11:10 02:10 470.0
CZ3655 GIW SYT 08:10 13:45 05:35 1430.0
CZ6452 GIW SYT 14:40 20:20 05:40 940.0
CZ3785 GIW WHN 08:00 09:30 01:30 420.0
CZ3424 GIW WHN 16:00 17:30 01:30 720.0
CZ6282 GIW WHN 17:00 18:30 01:30 520.0
CZ3642 GIW ZZF 08:00 12:00 04:00 660.0
CZ3476 GIW ZZF 13:05 16:35 03:30 780.0
CZ5825 GIW ZZF 13:50 17:40 03:50 620.0
CZ6282 GIW DLT 17:00 21:50 04:50 910.0
CZ3674 GIW SZQ 10:35 12:20 01:45 620.0
CZ3436 GIW SZQ 14:50 16:35 01:45 740.0
CZ3667 GIW SZQ 15:45 17:30 01:45 740.0
CZ6371 GIW SZQ 19:30 21:10 01:40 620.0
CZ3693 GIW WAR 07:45 13:35 05:50 1840.0
CZ3101 GZQ BJP 08:00 11:10 03:10 1910.0
CZ3099 GZQ BJP 09:00 12:15 03:15 1910.0
CZ3121 GZQ BJP 10:00 13:15 03:15 1910.0
CZ9225 GZQ BJP 11:55 15:05 03:10 1780.0
CZ324 GZQ BJP 13:00 16:15 03:15 5730.0
CZ3109 GZQ BJP 14:00 17:10 03:10 1910.0
CZ3999 GZQ BJP 15:00 18:15 03:15 1910.0
CZ3115 GZQ BJP 16:00 19:15 03:15 1910.0
CZ3113 GZQ BJP 17:00 20:15 03:15 1910.0
CZ3111 GZQ BJP 18:00 21:20 03:20 1910.0
CZ3105 GZQ BJP 19:00 22:20 03:20 1910.0
CZ3161 GZQ BJP 20:00 23:15 03:15 1590.0
CZ3107 GZQ BJP 21:00 00:15 03:15 1390.0
CZ3165 GZQ BJP 22:00 01:10 03:10 1200.0
CZ3523 GZQ SHH 08:00 10:25 02:25 2700.0
CZ3531 GZQ SHH 10:00 12:25 02:25 1350.0
CZ9354 GZQ SHH 10:30 13:05 02:35 1350.0
CZ3537 GZQ SHH 11:00 13:25 02:25 1350.0
CZ9356 GZQ SHH 11:30 14:05 02:35 1350.0
CZ3235 GZQ SHH 12:00 14:25 02:25 1350.0
CZ3525 GZQ SHH 13:00 15:25 02:25 1350.0
CZ9358 GZQ SHH 14:30 16:55 02:25 1350.0
CZ3571 GZQ SHH 15:00 17:25 02:25 1350.0
CZ9360 GZQ SHH 15:30 17:55 02:25 1350.0
CZ3503 GZQ SHH 16:00 18:25 02:25 1350.0
CZ3581 GZQ SHH 17:00 19:25 02:25 1350.0
CZ9361 GZQ SHH 18:30 20:55 02:25 1350.0
CZ3547 GZQ SHH 19:00 21:25 02:25 1350.0
CZ3595 GZQ SHH 20:00 22:25 02:25 1350.0
CZ9015 GZQ SHH 20:30 22:50 02:20 1260.0
CZ3133 GZQ TJP 08:25 11:30 03:05 1490.0
CZ3301 GZQ TJP 10:45 13:55 03:10 1310.0
CZ3135 GZQ TJP 15:45 18:55 03:10 1310.0
CZ3168 GZQ TJP 13:15 18:00 04:45 1130.0
CZ6852 GZQ CCT 07:45 11:55 04:10 1700.0
CZ6276 GZQ CCT 09:25 13:30 04:05 1970.0
CZ6342 GZQ CCT 13:35 17:45 04:10 1970.0
CZ3605 GZQ CCT 16:40 20:50 04:10 1700.0
